dep,date,retail_and_recreation,grocery_and_pharmacy,parks,transit,workplaces,residential
Boaco,2020-02-15,NA,NA,NA,NA,0.09,NA
Boaco,2020-02-17,NA,NA,NA,NA,0.2,NA
Boaco,2020-02-18,NA,NA,NA,NA,0.11,NA
Boaco,2020-02-19,NA,NA,NA,NA,0.12,NA
Boaco,2020-02-20,NA,NA,NA,NA,0.03,NA
Boaco,2020-02-21,NA,NA,NA,NA,0.18,NA
Boaco,2020-02-22,NA,NA,NA,NA,0.11,NA
Boaco,2020-02-24,NA,NA,NA,NA,0.14,NA
Boaco,2020-02-25,NA,NA,NA,NA,0.18,NA
Boaco,2020-02-26,NA,NA,NA,NA,0.11,NA
Boaco,2020-02-27,NA,NA,NA,NA,0.05,NA
Boaco,2020-02-28,NA,NA,NA,NA,0.15,NA
Boaco,2020-02-29,NA,NA,NA,NA,0.04,NA
Boaco,2020-03-02,NA,NA,NA,NA,0.21,NA
Boaco,2020-03-03,NA,NA,NA,NA,0.12,NA
Boaco,2020-03-04,NA,NA,NA,NA,0.09,NA
Boaco,2020-03-05,NA,NA,NA,NA,0.03,NA
Boaco,2020-03-06,NA,NA,NA,NA,0.09,NA
Boaco,2020-03-07,NA,NA,NA,NA,0.04,NA
Boaco,2020-03-09,NA,NA,NA,NA,0.11,NA
Boaco,2020-03-10,NA,NA,NA,NA,0.12,NA
Boaco,2020-03-11,NA,NA,NA,NA,0.14,NA
Boaco,2020-03-12,NA,NA,NA,NA,0.09,NA
Boaco,2020-03-13,NA,NA,NA,NA,0.16,NA
Boaco,2020-03-14,NA,NA,NA,NA,0.04,NA
Boaco,2020-03-16,NA,NA,NA,NA,0.14,NA
Boaco,2020-03-17,NA,NA,NA,NA,0.18,NA
Boaco,2020-03-18,NA,NA,NA,NA,0.07,NA
Boaco,2020-03-19,NA,NA,NA,NA,0,NA
Boaco,2020-03-20,NA,NA,NA,NA,0,NA
Boaco,2020-03-21,NA,NA,NA,NA,-0.11,NA
Boaco,2020-03-22,NA,NA,NA,NA,-0.2,NA
Boaco,2020-03-23,NA,NA,NA,NA,-0.04,NA
Boaco,2020-03-24,NA,NA,NA,NA,-0.04,NA
Boaco,2020-03-25,NA,NA,NA,NA,-0.07,NA
Boaco,2020-03-26,NA,NA,NA,NA,-0.1,NA
Boaco,2020-03-27,NA,NA,NA,NA,-0.09,NA
Boaco,2020-03-28,NA,NA,NA,NA,-0.11,NA
Boaco,2020-03-29,NA,NA,NA,NA,-0.2,NA
Boaco,2020-03-30,NA,NA,NA,NA,-0.05,NA
Boaco,2020-03-31,NA,NA,NA,NA,-0.04,NA
Boaco,2020-04-01,NA,NA,NA,NA,0,NA
Boaco,2020-04-02,NA,NA,NA,NA,-0.12,NA
Boaco,2020-04-03,NA,NA,NA,NA,-0.09,NA
Boaco,2020-04-04,NA,NA,NA,NA,-0.09,NA
Boaco,2020-04-06,NA,NA,NA,NA,-0.29,NA
Boaco,2020-04-07,NA,NA,NA,NA,-0.23,NA
Boaco,2020-04-08,NA,NA,NA,NA,-0.27,NA
Boaco,2020-04-09,NA,NA,NA,NA,-0.5,NA
Boaco,2020-04-10,NA,NA,NA,NA,-0.49,NA
Boaco,2020-04-11,NA,NA,NA,NA,-0.34,NA
Boaco,2020-04-12,NA,NA,NA,NA,-0.25,NA
Boaco,2020-04-13,NA,NA,NA,NA,-0.23,NA
Boaco,2020-04-14,NA,NA,NA,NA,-0.23,NA
Boaco,2020-04-15,NA,NA,NA,NA,-0.12,NA
Boaco,2020-04-16,NA,NA,NA,NA,-0.16,NA
Boaco,2020-04-17,NA,NA,NA,NA,-0.09,NA
Boaco,2020-04-18,NA,NA,NA,NA,-0.03,NA
Boaco,2020-04-20,NA,NA,NA,NA,0,NA
Boaco,2020-04-21,NA,NA,NA,NA,0,NA
Boaco,2020-04-22,NA,NA,NA,NA,0.03,NA
Boaco,2020-04-23,NA,NA,NA,NA,-0.02,NA
Boaco,2020-04-24,NA,NA,NA,NA,-0.03,NA
Boaco,2020-04-25,NA,NA,NA,NA,-0.03,NA
Boaco,2020-04-27,NA,NA,NA,NA,0.02,NA
Boaco,2020-04-28,NA,NA,NA,NA,0.05,NA
Boaco,2020-04-29,NA,NA,NA,NA,0.06,NA
Boaco,2020-04-30,NA,NA,NA,NA,-0.06,NA
Boaco,2020-05-01,NA,NA,NA,NA,-0.25,NA
Boaco,2020-05-02,NA,NA,NA,NA,-0.05,NA
Boaco,2020-05-04,NA,NA,NA,NA,0.06,NA
Boaco,2020-05-05,NA,NA,NA,NA,0.03,NA
Boaco,2020-05-06,NA,NA,NA,NA,0.03,NA
Boaco,2020-05-07,NA,NA,NA,NA,-0.04,NA
Boaco,2020-05-08,NA,NA,NA,NA,-0.09,NA
Boaco,2020-05-09,NA,NA,NA,NA,-0.06,NA
Boaco,2020-05-11,NA,NA,NA,NA,-0.03,NA
Boaco,2020-05-12,NA,NA,NA,NA,-0.05,NA
Boaco,2020-05-13,NA,NA,NA,NA,-0.08,NA
Boaco,2020-05-14,NA,NA,NA,NA,-0.13,NA
Boaco,2020-05-15,NA,NA,NA,NA,-0.06,NA
Boaco,2020-05-16,NA,NA,NA,NA,-0.1,NA
Boaco,2020-05-17,NA,NA,NA,NA,-0.23,NA
Boaco,2020-05-18,NA,NA,NA,NA,-0.11,NA
Boaco,2020-05-19,NA,NA,NA,NA,-0.1,NA
Boaco,2020-05-20,NA,NA,NA,NA,-0.12,NA
Boaco,2020-05-21,NA,NA,NA,NA,-0.19,NA
Boaco,2020-05-22,NA,NA,NA,NA,-0.1,NA
Boaco,2020-05-23,NA,NA,NA,NA,-0.15,NA
Boaco,2020-05-24,NA,NA,NA,NA,-0.27,NA
Boaco,2020-05-25,NA,NA,NA,NA,-0.12,NA
Boaco,2020-05-26,NA,NA,NA,NA,-0.17,NA
Boaco,2020-05-27,NA,NA,NA,NA,-0.12,NA
Boaco,2020-05-28,NA,NA,NA,NA,-0.17,NA
Boaco,2020-05-29,NA,NA,NA,NA,-0.13,NA
Boaco,2020-05-30,NA,NA,NA,NA,-0.11,NA
Boaco,2020-05-31,NA,NA,NA,NA,-0.25,NA
Boaco,2020-06-01,NA,NA,NA,NA,-0.16,NA
Boaco,2020-06-02,NA,NA,NA,NA,-0.15,NA
Boaco,2020-06-03,NA,NA,NA,NA,-0.22,NA
Boaco,2020-06-04,NA,NA,NA,NA,-0.21,NA
Boaco,2020-06-05,NA,NA,NA,NA,-0.16,NA
Boaco,2020-06-06,NA,NA,NA,NA,-0.22,NA
Boaco,2020-06-07,NA,NA,NA,NA,-0.25,NA
Boaco,2020-06-08,NA,NA,NA,NA,-0.15,NA
Boaco,2020-06-09,NA,NA,NA,NA,-0.14,NA
Boaco,2020-06-10,NA,NA,NA,NA,-0.12,NA
Boaco,2020-06-11,NA,NA,NA,NA,-0.18,NA
Boaco,2020-06-12,NA,NA,NA,NA,-0.19,NA
Boaco,2020-06-13,NA,NA,NA,NA,-0.16,NA
Boaco,2020-06-14,NA,NA,NA,NA,-0.26,NA
Boaco,2020-06-15,NA,NA,NA,NA,-0.18,NA
Boaco,2020-06-16,NA,NA,NA,NA,-0.15,NA
Boaco,2020-06-17,NA,NA,NA,NA,-0.12,NA
Boaco,2020-06-18,NA,NA,NA,NA,-0.2,NA
Boaco,2020-06-19,NA,NA,NA,NA,-0.15,NA
Boaco,2020-06-20,NA,NA,NA,NA,-0.15,NA
Boaco,2020-06-21,NA,NA,NA,NA,-0.22,NA
Boaco,2020-06-22,NA,NA,NA,NA,-0.18,NA
Boaco,2020-06-23,NA,NA,NA,NA,-0.17,NA
Boaco,2020-06-24,NA,NA,NA,NA,-0.19,NA
Boaco,2020-06-25,NA,NA,NA,NA,-0.19,NA
Boaco,2020-06-26,NA,NA,NA,NA,-0.22,NA
Boaco,2020-06-27,NA,NA,NA,NA,-0.24,NA
Boaco,2020-06-28,NA,NA,NA,NA,-0.26,NA
Boaco,2020-06-29,NA,NA,NA,NA,-0.16,NA
Boaco,2020-06-30,NA,NA,NA,NA,-0.23,NA
Boaco,2020-07-01,NA,NA,NA,NA,-0.24,NA
Boaco,2020-07-02,NA,NA,NA,NA,-0.28,NA
Boaco,2020-07-03,NA,NA,NA,NA,-0.2,NA
Boaco,2020-07-04,NA,NA,NA,NA,-0.2,NA
Boaco,2020-07-05,NA,NA,NA,NA,-0.24,NA
Boaco,2020-07-06,NA,NA,NA,NA,-0.15,NA
Boaco,2020-07-07,NA,NA,NA,NA,-0.19,NA
Boaco,2020-07-08,NA,NA,NA,NA,-0.25,NA
Boaco,2020-07-09,NA,NA,NA,NA,-0.25,NA
Boaco,2020-07-10,NA,NA,NA,NA,-0.21,NA
Boaco,2020-07-11,NA,NA,NA,NA,-0.17,NA
Boaco,2020-07-12,NA,NA,NA,NA,-0.21,NA
Boaco,2020-07-13,NA,NA,NA,NA,-0.16,NA
Boaco,2020-07-14,NA,NA,NA,NA,-0.17,NA
Boaco,2020-07-15,NA,NA,NA,NA,-0.17,NA
Boaco,2020-07-16,NA,NA,NA,NA,-0.2,NA
Boaco,2020-07-17,NA,NA,NA,NA,-0.16,NA
Boaco,2020-07-18,NA,NA,NA,NA,-0.16,NA
Boaco,2020-07-19,NA,NA,NA,NA,-0.24,NA
Boaco,2020-07-20,NA,NA,NA,NA,-0.38,NA
Boaco,2020-07-21,NA,NA,NA,NA,-0.15,NA
Boaco,2020-07-22,NA,NA,NA,NA,-0.11,NA
Boaco,2020-07-23,NA,NA,NA,NA,-0.13,NA
Boaco,2020-07-24,NA,NA,NA,NA,-0.13,NA
Boaco,2020-07-25,NA,NA,NA,NA,-0.22,NA
Boaco,2020-07-27,NA,NA,NA,NA,-0.11,NA
Boaco,2020-07-28,NA,NA,NA,NA,-0.19,NA
Boaco,2020-07-29,NA,NA,NA,NA,-0.17,NA
Boaco,2020-07-30,NA,NA,NA,NA,-0.22,NA
Boaco,2020-07-31,NA,NA,NA,NA,-0.13,NA
Boaco,2020-08-01,NA,NA,NA,NA,-0.15,NA
Boaco,2020-08-02,NA,NA,NA,NA,-0.22,NA
Boaco,2020-08-03,NA,NA,NA,NA,-0.05,NA
Boaco,2020-08-04,NA,NA,NA,NA,-0.13,NA
Boaco,2020-08-05,NA,NA,NA,NA,-0.12,NA
Boaco,2020-08-06,NA,NA,NA,NA,-0.18,NA
Boaco,2020-08-07,NA,NA,NA,NA,-0.07,NA
Boaco,2020-08-08,NA,NA,NA,NA,-0.1,NA
Boaco,2020-08-09,NA,NA,NA,NA,-0.26,NA
Boaco,2020-08-10,NA,NA,NA,NA,-0.14,NA
Boaco,2020-08-11,NA,NA,NA,NA,-0.11,NA
Boaco,2020-08-12,NA,NA,NA,NA,-0.15,NA
Boaco,2020-08-13,NA,NA,NA,NA,-0.16,NA
Boaco,2020-08-14,NA,NA,NA,NA,-0.08,NA
Boaco,2020-08-15,NA,NA,NA,NA,-0.14,NA
Boaco,2020-08-16,NA,NA,NA,NA,-0.2,NA
Boaco,2020-09-11,NA,NA,NA,NA,-0.13,NA
Boaco,2020-09-12,NA,NA,NA,NA,-0.21,NA
Boaco,2020-09-13,NA,NA,NA,NA,-0.22,NA
Boaco,2020-09-14,NA,NA,NA,NA,-0.3,NA
Boaco,2020-09-15,NA,NA,NA,NA,-0.35,NA
Boaco,2020-09-16,NA,NA,NA,NA,-0.22,NA
Boaco,2020-09-17,NA,NA,NA,NA,-0.32,NA
Boaco,2020-09-18,NA,NA,NA,NA,-0.27,NA
Boaco,2020-09-19,NA,NA,NA,NA,-0.26,NA
Boaco,2020-09-20,NA,NA,NA,NA,-0.32,NA
Boaco,2020-09-21,NA,NA,NA,NA,-0.12,NA
Boaco,2020-09-22,NA,NA,NA,NA,-0.1,NA
Boaco,2020-09-23,NA,NA,NA,NA,-0.17,NA
Boaco,2020-09-24,NA,NA,NA,NA,-0.2,NA
Boaco,2020-09-25,NA,NA,NA,NA,-0.14,NA
Boaco,2020-09-26,NA,NA,NA,NA,-0.16,NA
Boaco,2020-09-27,NA,NA,NA,NA,-0.22,NA
Boaco,2020-09-28,NA,NA,NA,NA,-0.11,NA
Boaco,2020-09-29,NA,NA,NA,NA,-0.17,NA
Boaco,2020-09-30,NA,NA,NA,NA,-0.17,NA
Boaco,2020-10-01,NA,NA,NA,NA,-0.21,NA
Boaco,2020-10-02,NA,NA,NA,NA,-0.16,NA
Boaco,2020-10-03,NA,NA,NA,NA,-0.2,NA
Boaco,2020-10-04,NA,NA,NA,NA,-0.28,NA
Boaco,2020-10-05,NA,NA,NA,NA,-0.15,NA
Boaco,2020-10-06,NA,NA,NA,NA,-0.18,NA
Boaco,2020-10-07,NA,NA,NA,NA,-0.08,NA
Boaco,2020-10-08,NA,NA,NA,NA,-0.12,NA
Boaco,2020-10-09,NA,NA,NA,NA,-0.08,NA
Boaco,2020-10-10,NA,NA,NA,NA,-0.16,NA
Boaco,2020-10-11,NA,NA,NA,NA,-0.29,NA
Boaco,2020-10-12,NA,NA,NA,NA,-0.1,NA
Boaco,2020-10-13,NA,NA,NA,NA,-0.12,NA
Boaco,2020-10-14,NA,NA,NA,NA,-0.11,NA
Boaco,2020-10-15,NA,NA,NA,NA,-0.13,NA
Boaco,2020-10-16,NA,NA,NA,NA,-0.02,NA
Boaco,2020-10-17,NA,NA,NA,NA,-0.14,NA
Boaco,2020-10-18,NA,NA,NA,NA,-0.28,NA
Boaco,2020-10-19,NA,NA,NA,NA,-0.06,NA
Boaco,2020-10-20,NA,NA,NA,NA,-0.11,NA
Boaco,2020-10-21,NA,NA,NA,NA,-0.07,NA
Boaco,2020-10-22,NA,NA,NA,NA,-0.17,NA
Boaco,2020-10-23,NA,NA,NA,NA,-0.1,NA
Boaco,2020-10-24,NA,NA,NA,NA,-0.21,NA
Boaco,2020-10-25,NA,NA,NA,NA,-0.26,NA
Boaco,2020-10-26,NA,NA,NA,NA,-0.05,NA
Boaco,2020-10-27,NA,NA,NA,NA,-0.07,NA
Boaco,2020-10-28,NA,NA,NA,NA,-0.1,NA
Boaco,2020-10-29,NA,NA,NA,NA,-0.17,NA
Boaco,2020-10-30,NA,NA,NA,NA,-0.14,NA
Boaco,2020-10-31,NA,NA,NA,NA,-0.2,NA
Boaco,2020-11-01,NA,NA,NA,NA,-0.36,NA
Boaco,2020-11-02,NA,NA,NA,NA,-0.42,NA
Boaco,2020-11-03,NA,NA,NA,NA,-0.17,NA
Boaco,2020-11-04,NA,NA,NA,NA,-0.16,NA
Boaco,2020-11-05,NA,NA,NA,NA,-0.25,NA
Boaco,2020-11-06,NA,NA,NA,NA,-0.2,NA
Boaco,2020-11-07,NA,NA,NA,NA,-0.17,NA
Boaco,2020-11-08,NA,NA,NA,NA,-0.3,NA
Boaco,2020-11-09,NA,NA,NA,NA,-0.15,NA
Boaco,2020-11-10,NA,NA,NA,NA,-0.09,NA
Boaco,2020-11-11,NA,NA,NA,NA,-0.11,NA
Boaco,2020-11-12,NA,NA,NA,NA,-0.13,NA
Boaco,2020-11-13,NA,NA,NA,NA,-0.12,NA
Boaco,2020-11-14,NA,NA,NA,NA,-0.13,NA
Boaco,2020-11-15,NA,NA,NA,NA,-0.25,NA
Boaco,2020-11-16,NA,NA,NA,NA,-0.18,NA
Boaco,2020-11-17,NA,NA,NA,NA,-0.35,NA
Boaco,2020-11-18,NA,NA,NA,NA,-0.27,NA
Boaco,2020-11-19,NA,NA,NA,NA,-0.17,NA
Boaco,2020-11-20,NA,NA,NA,NA,-0.16,NA
Boaco,2020-11-21,NA,NA,NA,NA,-0.19,NA
Boaco,2020-11-22,NA,NA,NA,NA,-0.32,NA
Boaco,2020-11-23,NA,NA,NA,NA,-0.12,NA
Boaco,2020-11-24,NA,NA,NA,NA,-0.2,NA
Boaco,2020-11-25,NA,NA,NA,NA,-0.13,NA
Boaco,2020-11-26,NA,NA,NA,NA,-0.18,NA
Boaco,2020-11-27,NA,NA,NA,NA,-0.12,NA
Boaco,2020-11-28,NA,NA,NA,NA,-0.18,NA
Boaco,2020-11-29,NA,NA,NA,NA,-0.22,NA
Boaco,2020-11-30,NA,NA,NA,NA,-0.07,NA
Boaco,2020-12-01,NA,NA,NA,NA,-0.12,NA
Boaco,2020-12-02,NA,NA,NA,NA,-0.05,NA
Boaco,2020-12-03,NA,NA,NA,NA,-0.1,NA
Boaco,2020-12-04,NA,NA,NA,NA,-0.07,NA
Boaco,2020-12-05,NA,NA,NA,NA,-0.12,NA
Boaco,2020-12-07,NA,NA,NA,NA,-0.25,NA
Boaco,2020-12-08,NA,NA,NA,NA,-0.38,NA
Boaco,2020-12-09,NA,NA,NA,NA,-0.03,NA
Boaco,2020-12-10,NA,NA,NA,NA,-0.15,NA
Boaco,2020-12-11,NA,NA,NA,NA,-0.11,NA
Boaco,2020-12-12,NA,NA,NA,NA,-0.07,NA
Boaco,2020-12-14,NA,NA,NA,NA,-0.16,NA
Boaco,2020-12-15,NA,NA,NA,NA,-0.14,NA
Boaco,2020-12-16,NA,NA,NA,NA,-0.17,NA
Boaco,2020-12-17,NA,NA,NA,NA,-0.16,NA
Boaco,2020-12-18,NA,NA,NA,NA,-0.12,NA
Boaco,2020-12-19,NA,NA,NA,NA,-0.13,NA
Boaco,2020-12-21,NA,NA,NA,NA,-0.15,NA
Boaco,2020-12-22,NA,NA,NA,NA,-0.22,NA
Boaco,2020-12-23,NA,NA,NA,NA,-0.17,NA
Boaco,2020-12-24,NA,NA,NA,NA,-0.2,NA
Boaco,2020-12-25,NA,NA,NA,NA,-0.53,NA
Boaco,2020-12-26,NA,NA,NA,NA,-0.21,NA
Boaco,2020-12-27,NA,NA,NA,NA,-0.23,NA
Boaco,2020-12-28,NA,NA,NA,NA,-0.23,NA
Boaco,2020-12-29,NA,NA,NA,NA,-0.3,NA
Boaco,2020-12-30,NA,NA,NA,NA,-0.19,NA
Boaco,2020-12-31,NA,NA,NA,NA,-0.19,NA
Boaco,2021-01-01,NA,NA,NA,NA,-0.48,NA
Boaco,2021-01-02,NA,NA,NA,NA,-0.24,NA
Boaco,2021-01-03,NA,NA,NA,NA,-0.32,NA
Boaco,2021-01-04,NA,NA,NA,NA,-0.14,NA
Boaco,2021-01-05,NA,NA,NA,NA,-0.12,NA
Boaco,2021-01-06,NA,NA,NA,NA,-0.21,NA
Boaco,2021-01-07,NA,NA,NA,NA,-0.17,NA
Boaco,2021-01-08,NA,NA,NA,NA,-0.12,NA
Boaco,2021-01-09,NA,NA,NA,NA,-0.07,NA
Boaco,2021-01-11,NA,NA,NA,NA,-0.17,NA
Boaco,2021-01-12,NA,NA,NA,NA,-0.2,NA
Boaco,2021-01-13,NA,NA,NA,NA,-0.18,NA
Boaco,2021-01-14,NA,NA,NA,NA,-0.23,NA
Boaco,2021-01-15,NA,NA,NA,NA,-0.25,NA
Boaco,2021-01-16,NA,NA,NA,NA,-0.25,NA
Boaco,2021-01-17,NA,NA,NA,NA,-0.34,NA
Boaco,2021-01-18,NA,NA,NA,NA,-0.21,NA
Boaco,2021-01-19,NA,NA,NA,NA,-0.12,NA
Boaco,2021-01-20,NA,NA,NA,NA,-0.18,NA
Boaco,2021-01-21,NA,NA,NA,NA,-0.21,NA
Boaco,2021-01-22,NA,NA,NA,NA,-0.1,NA
Boaco,2021-01-23,NA,NA,NA,NA,-0.2,NA
Boaco,2021-01-24,NA,NA,NA,NA,-0.31,NA
Boaco,2021-01-25,NA,NA,NA,NA,-0.19,NA
Boaco,2021-01-26,NA,NA,NA,NA,-0.19,NA
Boaco,2021-01-27,NA,NA,NA,NA,-0.17,NA
Boaco,2021-01-28,NA,NA,NA,NA,-0.23,NA
Boaco,2021-01-29,NA,NA,NA,NA,-0.14,NA
Boaco,2021-01-30,NA,NA,NA,NA,-0.2,NA
Boaco,2021-01-31,NA,NA,NA,NA,-0.29,NA
Boaco,2021-02-01,NA,NA,NA,NA,-0.13,NA
Boaco,2021-02-02,NA,NA,NA,NA,-0.17,NA
Boaco,2021-02-03,NA,NA,NA,NA,-0.17,NA
Boaco,2021-02-04,NA,NA,NA,NA,-0.22,NA
Boaco,2021-02-05,NA,NA,NA,NA,-0.14,NA
Carazo,2020-02-15,0.04,NA,-0.09,-0.19,0.06,NA
Carazo,2020-02-16,NA,NA,-0.16,NA,0.01,NA
Carazo,2020-02-17,NA,NA,-0.02,NA,0.21,NA
Carazo,2020-02-18,NA,NA,-0.07,NA,0.16,NA
Carazo,2020-02-19,NA,NA,-0.09,NA,0.14,NA
Carazo,2020-02-20,NA,NA,-0.02,NA,0.15,NA
Carazo,2020-02-21,NA,NA,-0.03,NA,0.22,NA
Carazo,2020-02-22,0,NA,-0.1,-0.26,0.12,NA
Carazo,2020-02-23,NA,NA,-0.07,NA,0.07,NA
Carazo,2020-02-24,NA,NA,-0.05,NA,0.23,NA
Carazo,2020-02-25,NA,NA,-0.07,NA,0.19,NA
Carazo,2020-02-26,NA,NA,-0.08,NA,0.13,NA
Carazo,2020-02-27,NA,NA,-0.03,NA,0.14,NA
Carazo,2020-02-28,NA,NA,0.01,NA,0.22,NA
Carazo,2020-02-29,0.03,NA,-0.1,-0.22,0.05,NA
Carazo,2020-03-01,NA,NA,-0.13,NA,0.06,NA
Carazo,2020-03-02,NA,NA,-0.03,NA,0.21,NA
Carazo,2020-03-03,NA,NA,-0.05,NA,0.15,NA
Carazo,2020-03-04,NA,NA,-0.05,NA,0.15,NA
Carazo,2020-03-05,NA,NA,0.03,NA,0.13,NA
Carazo,2020-03-06,NA,NA,0,NA,0.22,NA
Carazo,2020-03-07,0.05,NA,-0.08,-0.29,0.05,NA
Carazo,2020-03-08,NA,NA,-0.06,NA,0.04,NA
Carazo,2020-03-09,NA,NA,-0.03,NA,0.24,NA
Carazo,2020-03-10,NA,NA,0.02,NA,0.22,NA
Carazo,2020-03-11,NA,NA,-0.12,NA,0.18,NA
Carazo,2020-03-12,NA,NA,-0.07,NA,0.16,NA
Carazo,2020-03-13,NA,NA,-0.01,NA,0.22,NA
Carazo,2020-03-14,-0.02,NA,-0.07,-0.29,-0.02,NA
Carazo,2020-03-15,NA,NA,-0.09,NA,0.04,NA
Carazo,2020-03-16,NA,NA,-0.1,NA,0.21,NA
Carazo,2020-03-17,NA,NA,0.02,NA,0.17,NA
Carazo,2020-03-18,NA,NA,-0.05,NA,0.15,NA
Carazo,2020-03-19,NA,NA,-0.02,NA,0.09,NA
Carazo,2020-03-20,-0.18,NA,-0.07,-0.29,0.08,NA
Carazo,2020-03-21,-0.34,NA,-0.3,-0.36,-0.1,NA
Carazo,2020-03-22,-0.44,NA,-0.41,NA,-0.08,NA
Carazo,2020-03-23,NA,NA,-0.19,-0.4,-0.01,NA
Carazo,2020-03-24,NA,NA,-0.21,-0.41,-0.1,NA
Carazo,2020-03-25,NA,NA,-0.27,-0.41,-0.13,NA
Carazo,2020-03-26,NA,NA,-0.25,NA,-0.15,NA
Carazo,2020-03-27,-0.33,NA,-0.22,-0.4,-0.15,NA
Carazo,2020-03-28,-0.36,NA,-0.36,-0.42,-0.18,NA
Carazo,2020-03-29,-0.43,NA,-0.41,NA,-0.15,NA
Carazo,2020-03-30,NA,NA,-0.25,-0.33,-0.06,NA
Carazo,2020-03-31,NA,NA,-0.14,NA,-0.1,NA
Carazo,2020-04-01,NA,NA,-0.16,NA,-0.12,NA
Carazo,2020-04-02,NA,NA,-0.15,NA,-0.12,NA
Carazo,2020-04-03,-0.22,NA,-0.17,NA,-0.05,NA
Carazo,2020-04-04,-0.3,NA,-0.3,-0.31,-0.13,NA
Carazo,2020-04-05,-0.39,NA,-0.39,NA,-0.14,NA
Carazo,2020-04-06,NA,NA,-0.15,NA,-0.33,NA
Carazo,2020-04-07,NA,NA,-0.15,NA,-0.34,NA
Carazo,2020-04-08,NA,NA,-0.17,NA,-0.42,NA
Carazo,2020-04-09,-0.38,NA,-0.3,-0.47,-0.59,NA
Carazo,2020-04-10,-0.48,NA,-0.39,-0.68,-0.65,NA
Carazo,2020-04-11,-0.43,NA,-0.38,-0.62,-0.41,NA
Carazo,2020-04-12,-0.45,NA,-0.43,NA,-0.24,NA
Carazo,2020-04-13,NA,NA,-0.24,-0.54,-0.29,NA
Carazo,2020-04-14,NA,NA,-0.28,-0.51,-0.29,NA
Carazo,2020-04-15,NA,NA,-0.19,-0.5,-0.2,NA
Carazo,2020-04-16,NA,NA,-0.23,-0.43,-0.23,NA
Carazo,2020-04-17,-0.33,NA,-0.25,-0.38,-0.1,NA
Carazo,2020-04-18,-0.31,NA,-0.26,-0.19,-0.13,NA
Carazo,2020-04-19,-0.35,NA,-0.33,NA,-0.13,NA
Carazo,2020-04-20,NA,NA,-0.26,NA,0.01,NA
Carazo,2020-04-21,NA,NA,-0.23,NA,-0.02,NA
Carazo,2020-04-22,NA,NA,-0.28,NA,-0.07,NA
Carazo,2020-04-23,NA,NA,-0.22,NA,-0.09,NA
Carazo,2020-04-24,-0.23,NA,-0.3,NA,-0.09,NA
Carazo,2020-04-25,-0.25,NA,-0.32,-0.24,-0.11,NA
Carazo,2020-04-26,-0.36,NA,-0.36,NA,-0.13,NA
Carazo,2020-04-27,NA,NA,-0.28,NA,-0.03,NA
Carazo,2020-04-28,NA,NA,-0.2,NA,-0.06,NA
Carazo,2020-04-29,NA,NA,-0.21,NA,-0.07,NA
Carazo,2020-04-30,NA,NA,-0.21,NA,-0.09,NA
Carazo,2020-05-01,-0.17,NA,-0.26,NA,-0.46,NA
Carazo,2020-05-02,-0.24,NA,-0.24,-0.35,-0.14,NA
Carazo,2020-05-03,-0.3,NA,-0.32,NA,-0.12,NA
Carazo,2020-05-04,NA,NA,-0.21,-0.31,-0.02,NA
Carazo,2020-05-05,NA,NA,-0.17,-0.34,-0.06,NA
Carazo,2020-05-06,NA,NA,-0.22,NA,-0.08,NA
Carazo,2020-05-07,NA,NA,-0.24,NA,-0.09,NA
Carazo,2020-05-08,-0.26,NA,-0.3,NA,-0.01,NA
Carazo,2020-05-09,-0.26,NA,-0.31,-0.37,-0.12,NA
Carazo,2020-05-10,-0.39,NA,-0.41,NA,-0.12,NA
Carazo,2020-05-11,NA,NA,-0.29,-0.28,-0.05,NA
Carazo,2020-05-12,NA,NA,-0.32,NA,-0.07,NA
Carazo,2020-05-13,NA,NA,-0.32,NA,-0.14,NA
Carazo,2020-05-14,NA,NA,-0.31,NA,-0.16,NA
Carazo,2020-05-15,-0.3,NA,-0.28,-0.29,-0.1,NA
Carazo,2020-05-16,-0.33,NA,-0.38,-0.29,-0.19,NA
Carazo,2020-05-17,-0.42,NA,-0.48,NA,-0.08,NA
Carazo,2020-05-18,NA,NA,-0.31,NA,-0.1,NA
Carazo,2020-05-19,NA,NA,-0.36,-0.37,-0.19,NA
Carazo,2020-05-20,NA,NA,-0.34,NA,-0.22,NA
Carazo,2020-05-21,-0.36,NA,-0.36,-0.43,-0.23,NA
Carazo,2020-05-22,-0.35,NA,-0.32,-0.28,-0.16,NA
Carazo,2020-05-23,-0.39,NA,-0.47,-0.43,-0.18,NA
Carazo,2020-05-24,-0.44,NA,-0.53,NA,-0.17,NA
Carazo,2020-05-25,NA,NA,-0.41,-0.36,-0.18,NA
Carazo,2020-05-26,NA,NA,-0.37,-0.35,-0.22,NA
Carazo,2020-05-27,NA,NA,-0.47,-0.43,-0.27,NA
Carazo,2020-05-28,-0.39,NA,-0.39,-0.45,-0.27,NA
Carazo,2020-05-29,-0.47,NA,-0.42,-0.52,-0.24,NA
Carazo,2020-05-30,-0.34,NA,-0.41,-0.37,-0.22,NA
Carazo,2020-05-31,-0.57,NA,-0.61,NA,-0.31,NA
Carazo,2020-06-01,NA,NA,-0.39,-0.36,-0.23,NA
Carazo,2020-06-02,NA,NA,-0.43,-0.38,-0.26,NA
Carazo,2020-06-03,NA,NA,-0.44,NA,-0.3,NA
